反射回数,光路長(m),位置x(mm),位置y(mm)
62,3.815263284326241,-6.935287616454838,-1.1393041280469998
63,3.8771975647645824,7.8030145261019115,-8.321955227805557
64,3.9386853285307835,3.310443374187069,4.988518173440838
65,3.999932245545091,-9.1960507120931,6.1109666189597736
66,4.062056624223479,0.9653551198055812,-7.853741987978047
67,4.12288243558594,8.590266149142902,-2.4636051582774225
68,4.185136398096887,-4.9733222432038104,9.129512761848638
69,4.246161311569049,-6.216579298409068,-1.7912033156193825
70,4.307920961832043,7.799121012764096,-8.464298199853358
71,4.369599157189587,2.605192658771868,5.713991408931488
72,4.430683866664581,-8.845100083399387,5.890488434284554
73,4.492908494222414,1.5049859226252469,-8.493889855170504
74,4.553722253557693,7.993748030601144,-1.9307409907278146
75,4.61589794061148,-5.224227725497035,9.529578805629683
76,4.677070855482453,-5.52240430279388,-2.512543409046561
77,4.738642738369234,7.702416990124033,-8.51265789315808
78,4.800503644789513,1.9665717895898567,6.466247649063822
79,4.861453937988467,-8.437531491820977,5.563785984643436
80,4.923737533325287,1.9515238326233337,-9.109288369723265
81,4.984583579269343,7.390279884169333,-1.3061832347533544
82,5.0466423129727955,-5.376071497110587,9.856110708245293
83,5.107986511516497,-4.8689997488346,-3.290991643639776
84,5.169368367999787,7.526266109756412,-8.456761623598226
85,5.2313937411731235,1.404172301404305,7.227671356464317
86,5.292244888468927,-7.992336802614764,5.130152945670842
87,5.354542971671676,2.3037108349019935,-9.680950102808836
88,5.415463572417925,6.798694493047198,-0.5978794915382082
89,5.477373707827516,-5.43671350927428,10.09402614268335
90,5.538902581579696,-4.27032264585538,-4.111913463291213
91,5.600103006445004,7.2866713052389915,-8.29000154201196
92,5.662265295731754,0.9243725597110588,7.979860295676318
93,5.723057809794673,-7.529087440451156,4.592500940675135
94,5.7853255002719,2.56380575485312,-10.191043009991539
95,5.846358356936379,6.236363347712408,0.1833636720755738
96,5.908097088063747,-5.417244125716459,10.231240277097593
97,5.969813449127923,-3.737539055159285,-4.959000728105515
98,6.030851131216011,7.001457655936223,-8.009527556128784
99,6.093115313804721,0.5301757575147583,8.704403898918564
100,6.153892456414671,-7.0669840622119935,3.9570517929314457
101,6.216087201392595,2.7374370360274174,-10.623627643258487
102,6.277263319331469,5.718514143676116,1.0243877754534196
103,6.338817809869321,-5.331443134842298,10.259040691457608
104,6.400713925640148,-3.2786974756252056,-5.8149492826841875
105,6.461616272105463,6.689360284465733,-7.616104618803197
106,6.523942115534291,0.22122085481638276,9.383609111993986
107,6.584747351188238,-6.624008630737564,3.232908137577409
108,6.646831366734086,2.833295670431128,-10.965220117549919
109,6.708173428632974,5.2577332757769595,1.91025085511337
110,6.769541238878802,-5.19509153083438,10.172210905762217
111,6.83159954131411,-2.898585370037244,-6.662126868447057
112,6.892400851142877,6.369117238745252,-7.1137951015083685
113,6.95474538964533,-0.006058607022897178,10.001118005479963
114,7.015619965023444,-6.216244734352988,2.431559815776825
115,7.077562231947426,2.862696677977861,-11.205152154995027
116,7.139083547280501,4.863659290669407,2.8248107573566905
117,7.200272405424927,-5.0252027402282415,9.968937717438818
118,7.262466763204594,-2.5987454181212373,-7.483180121328223
119,7.323206127751198,6.058655187580258,-6.5095382571343485
120,7.385526148663519,-0.15816177189525593,10.542383364206273
121,7.446506936916108,-5.857393165894565,1.566375236879006
122,7.508284665293323,2.839045017904124,-11.335733254936505
123,7.569988711026041,4.542847258772941,3.7512824360837964
124,7.631015729630191,-4.839245555754475,9.650562377230305
125,7.693313135079078,-2.377614320191354,-8.261545104940463
126,7.754032228576912,5.774426676523358,-5.812693729288159
127,7.816286603347121,-0.24416793149480398,10.994993703762841
128,7.877404306493591,-5.558474075194687,0.6521134062575307
129,7.939003848323753,2.7772451363680792,-11.352247128954827
130,8.000884365129929,4.298767854537459,4.672738228003306
131,8.061774827947232,-4.654423119151614,9.221243662235114
132,8.124137343051322,-2.230743452060567,-8.98184556307669
133,8.184878234868046,5.530921532270319,-5.034599843678924
134,8.24702998039867,-0.2753323877559515,11.348861754647777
135,8.308307740227022,-5.3276823526477015,-0.29552201245397924
136,8.36972497864932,2.6930927888988565,-11.252830131422762
137,8.43176655216,4.1318989804734585,5.5725324421393445
138,8.492552396057116,-4.487053451696008,8.687594403387733
139,8.554939218117118,-2.1510664247359994,-9.630182547089044
140,8.615742302254848,5.340342077537613,-4.188176477820288
141,8.677760308124665,-0.2646507043058275,11.596306065358952
142,8.739212741226533,-5.170351720373039,-1.2602773824097326
143,8.800453012656943,2.6026834615916314,-11.038282873374442
144,8.862632052951184,4.03987055078264,6.434644915749349
145,8.923350152749258,-4.352072563797284,8.05833703844261
146,8.985719690228251,-2.129190572492668,-10.194334703137008
147,9.046621794843096,5.212409257646405,-3.2875822961668915
148,9.108482190444347,-0.22640404417564675,11.732062272480896
149,9.17011483905851,-5.088983384322019,-2.225692199130977
150,9.231192453584217,2.5218638854386644,-10.711859948017727
151,9.293478486609509,4.017632420711846,7.243950940713036
152,9.354168826450515,-4.262657260313655,7.344003767295458
153,9.416480708359153,-2.153703498864456,-10.663898083250636
154,9.477513423846707,5.1542570764426845,-2.3479207305317153
